user_id,used_before,age_group,gender,time,freq_use,style,style,style,style,style,style,style,style,style,color,color,color,color,color,color,color,color,color,mbti,purpose,purpose,purpose,purpose,purpose,purpose,purpose, 
175,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,white,,"beige, brown",,"pink, coral",,"green, mint",,,ISTP,good_impression,,self_satisfaction,,,,,above_200k
176,Yes,20s,F,morning,weekly,casual,"minimal, simple",,"classic, suit","romantic, lovely",,,,,white,black,"beige, brown",,"pink, coral",,,,,INFP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
177,Yes,40s,M,morning,weekly,casual,,,,,,,,freestyle,,black,"beige, brown",,,,,,,ISFP,good_impression,mood_boost,,,,,,50k_to_100k
178,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,,,,white,,,blue,,,"green, mint",,,INFP,good_impression,,,date_or_social,,,,100k_to_200k
179,Yes,30s,F,morning,daily,casual,,,"classic, suit",,,,,,white,black,,,"pink, coral",,,,,ENFP,,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
180,Yes,30s,F,afternoon,weekly,casual,,street,,,,,"modern, chic",,white,,,,"pink, coral",,,,"yellow, orange",ISTJ,,mood_boost,,date_or_social,,,,100k_to_200k
181,Yes,30s,M,morning,daily,,,,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",blue,,,"green, mint",,,ENTJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,above_200k
182,Yes,20s,F,morning,rarely,casual,"minimal, simple",,,,,,,,white,,"beige, brown",,,,,,"yellow, orange",ESFJ,,,self_satisfaction,date_or_social,,,unique_style,below_50k
183,Yes,40s,M,morning,daily,,,,"classic, suit",,,,"modern, chic",,,black,,,,,,,,ENFJ,good_impression,mood_boost,self_satisfaction,,,,unique_style,100k_to_200k
184,Yes,20s,F,morning,daily,casual,"minimal, simple",,,"romantic, lovely",vintage,,,,white,,,,"pink, coral",,,,,INTJ,,mood_boost,self_satisfaction,,formal_occasion,,,100k_to_200k
185,Yes,30s,M,morning,daily,casual,,,,,,,,freestyle,white,black,,blue,,red,,,,ISFP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
186,Yes,20s,F,morning,weekly,,"minimal, simple",,,,vintage,sporty,,,,black,"beige, brown",,,,,,,ISFP,good_impression,,self_satisfaction,,formal_occasion,,,50k_to_100k
187,Yes,40s,M,morning,seasonal,casual,,,,,,,,freestyle,white,black,"beige, brown",,,,,,,ESTJ,good_impression,mood_boost,,,,,unique_style,below_50k
188,Yes,40s,M,morning,daily,casual,,street,,,,sporty,,,white,black,"beige, brown",,,,,,,ISTJ,good_impression,,,,formal_occasion,,,below_50k
189,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,ESTP,good_impression,,self_satisfaction,,,,,100k_to_200k
190,Yes,20s,M,morning,daily,casual,,,,,,sporty,"modern, chic",,,black,,blue,,,,,,INTJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
191,Yes,20s,F,morning,daily,,,,,,,,,freestyle,white,black,,blue,,,"green, mint",,,ISFJ,,mood_boost,self_satisfaction,,,,unique_style,50k_to_100k
192,Yes,40s,M,morning,daily,,,,"classic, suit",,,,,,,black,,,,,,,,ESTP,,,,,formal_occasion,,,100k_to_200k
193,Yes,30s,F,morning,weekly,casual,,,,"romantic, lovely",,,,,white,,,,"pink, coral",,,,,ISTJ,,,self_satisfaction,,,,,100k_to_200k
194,Yes,30s,F,afternoon,rarely,casual,"minimal, simple",,,,vintage,,,freestyle,,black,"beige, brown",,,,"green, mint",,,INTJ,,mood_boost,self_satisfaction,,,,,50k_to_100k
195,Yes,30s,M,morning,weekly,casual,"minimal, simple",,,,,,"modern, chic",,white,black,"beige, brown",blue,,,,,,ISTP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
196,Yes,40s,M,morning,daily,,"minimal, simple",,"classic, suit",,,,"modern, chic",,,black,,,,,,,,ISTP,good_impression,mood_boost,self_satisfaction,date_or_social,,,unique_style,100k_to_200k
197,Yes,40s,M,morning,daily,casual,,,,,,,,,,black,,,,,,,,ESFJ,good_impression,,,,,,,50k_to_100k
198,Yes,30s,M,anytime,daily,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,"green, mint",,,ISFJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
199,Yes,30s,M,morning,daily,,,,"classic, suit",,,,,,,black,"beige, brown",,,,,,,ENFJ,,mood_boost,self_satisfaction,,,,,50k_to_100k
200,Yes,20s,F,morning,weekly,casual,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,,"beige, brown",,,,,,,INTP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
201,Yes,40s,M,morning,weekly,casual,,,,,,sporty,,,white,black,"beige, brown",,,,"green, mint",,,INTJ,good_impression,,,date_or_social,formal_occasion,,,50k_to_100k
202,Yes,20s,F,morning,daily,casual,,street,"classic, suit",,,,,,white,,"beige, brown",,"pink, coral",,,,,ISTJ,good_impression,,,,,,,100k_to_200k
203,Yes,20s,F,morning,daily,casual,,,,,,,,freestyle,white,,"beige, brown",,,,,,,ISTJ,,mood_boost,self_satisfaction,,,,unique_style,100k_to_200k
204,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,ISTJ,,,self_satisfaction,,,,,100k_to_200k
205,Yes,20s,F,morning,daily,casual,,,"classic, suit",,,,,,white,black,,blue,,,,,,INTJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
206,Yes,30s,M,morning,daily,,"minimal, simple",,,,,,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,ESTJ,good_impression,,self_satisfaction,,,,,below_50k
207,Yes,30s,M,morning,weekly,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ENFJ,good_impression,,,,,,,50k_to_100k
208,Yes,40s,M,morning,rarely,,,,,,,sporty,,,,,,blue,,,,,,INTJ,,,,date_or_social,,,,below_50k
209,Yes,30s,M,morning,daily,casual,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ESFJ,good_impression,,,,,,,100k_to_200k
210,Yes,20s,M,morning,weekly,,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ESFP,good_impression,mood_boost,,date_or_social,,,,50k_to_100k
211,Yes,30s,F,morning,daily,casual,,,"classic, suit",,,,,,white,black,,,,,,,,ISTP,good_impression,mood_boost,self_satisfaction,,,,unique_style,above_200k
212,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,blue,,,,,,ENFJ,good_impression,mood_boost,self_satisfaction,,,,,above_200k
213,Yes,40s,F,morning,seasonal,casual,"minimal, simple",,,,,,"modern, chic",,white,black,,,,,,,,ESTP,good_impression,,,date_or_social,formal_occasion,special_event,,100k_to_200k
214,Yes,20s,M,morning,rarely,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ESTJ,good_impression,,,date_or_social,,special_event,,50k_to_100k
215,Yes,40s,F,morning,daily,,,,"classic, suit",,,,,freestyle,white,black,,blue,,,,,,ISFP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
216,Yes,30s,F,morning,weekly,,,,"classic, suit",,,,,,white,,"beige, brown",,,,,,,ESFP,good_impression,mood_boost,,,,,,100k_to_200k
217,No,30s,F,,,,,street,,,,,,,,,"beige, brown",,,,,,,ISFJ,,mood_boost,,,,,,50k_to_100k
218,Yes,30s,F,morning,daily,casual,"minimal, simple",street,,,,,"modern, chic",,white,black,,blue,"pink, coral",,"green, mint",,,ENFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,100k_to_200k
219,Yes,30s,F,morning,weekly,,,,"classic, suit",,,,,,,,"beige, brown",,,,"green, mint",,,INFP,,,self_satisfaction,,,,,50k_to_100k
220,Yes,30s,F,morning,weekly,casual,,,,,,,,,white,black,,,,,,,,ESTP,good_impression,,self_satisfaction,,,,,100k_to_200k
221,Yes,30s,F,anytime,weekly,casual,"minimal, simple",,,,,sporty,"modern, chic",freestyle,,black,"beige, brown",,,,,,,ISFJ,,mood_boost,,date_or_social,,,,100k_to_200k
222,Yes,20s,F,morning,rarely,casual,,,"classic, suit",,,,,freestyle,,,"beige, brown",,,,,purple,,INFJ,good_impression,mood_boost,self_satisfaction,,,,,below_50k
223,Yes,50s,F,morning,daily,,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ISTJ,good_impression,mood_boost,,,,,unique_style,50k_to_100k
224,Yes,30s,M,morning,rarely,casual,,,"classic, suit",,vintage,,,,,black,,,,,"green, mint",,,ENTP,good_impression,,self_satisfaction,,,,,100k_to_200k
225,Yes,20s,F,morning,weekly,casual,,,,,,,,,white,,,,,,,,,ESTJ,,,self_satisfaction,date_or_social,,,,50k_to_100k
226,Yes,30s,M,morning,daily,,,,"classic, suit",,vintage,,,,,,"beige, brown",,,,,,,ISTJ,good_impression,,self_satisfaction,,formal_occasion,,,50k_to_100k
227,Yes,20s,F,morning,daily,,,,,"romantic, lovely",vintage,,,,white,,,,"pink, coral",,,,,INFP,good_impression,,self_satisfaction,,,,,50k_to_100k
228,Yes,20s,F,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",,white,black,,,,,,,,INTJ,good_impression,mood_boost,self_satisfaction,,,,unique_style,100k_to_200k
229,Yes,30s,M,afternoon,weekly,casual,"minimal, simple",,,,,,,,white,,,,,,,,,ISTJ,good_impression,,,date_or_social,,special_event,unique_style,50k_to_100k
230,Yes,20s,M,anytime,weekly,casual,,,,"romantic, lovely",,,"modern, chic",,white,black,"beige, brown",,,,"green, mint",,,ISFP,good_impression,,self_satisfaction,date_or_social,,,,above_200k
231,Yes,20s,F,morning,daily,casual,,,"classic, suit",,,,,,white,black,,,,,"green, mint",,,ISFJ,good_impression,mood_boost,self_satisfaction,,,,,below_50k
232,Yes,20s,F,morning,weekly,casual,,,,,,,,,white,black,,,,,,,,ESTJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
233,Yes,40s,F,morning,daily,casual,"minimal, simple",,,,,,,freestyle,white,black,"beige, brown",,,,"green, mint",,,ENFJ,good_impression,mood_boost,self_satisfaction,,,,unique_style,50k_to_100k
234,Yes,30s,F,morning,daily,,,,,,,,"modern, chic",,white,black,"beige, brown",blue,,,,,,INFJ,good_impression,,self_satisfaction,,,,,above_200k
235,Yes,30s,M,morning,weekly,,"minimal, simple",,,,,,"modern, chic",,,black,"beige, brown",,,,,,,ENFP,good_impression,,,,formal_occasion,,unique_style,100k_to_200k
236,Yes,30s,F,morning,daily,,"minimal, simple",,,,,,"modern, chic",,white,black,,,,,,,,INFJ,,,self_satisfaction,,,,unique_style,above_200k
237,Yes,30s,F,morning,daily,,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",,,red,,,,INTJ,,mood_boost,self_satisfaction,,formal_occasion,,,above_200k
238,Yes,40s,M,morning,weekly,casual,,,,,,,,,,,,blue,,,,,,ESTJ,good_impression,,,,formal_occasion,,,below_50k
239,Yes,20s,F,morning,weekly,casual,,,,,,,,,white,,,,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
240,Yes,40s,M,anytime,weekly,,,,,,,,,freestyle,,,,blue,,,,,,ENFJ,,,,,formal_occasion,,,50k_to_100k
241,Yes,40s,M,morning,rarely,,,street,"classic, suit","romantic, lovely",,sporty,,,,,"beige, brown",,"pink, coral",,,purple,,ENFJ,,mood_boost,self_satisfaction,date_or_social,formal_occasion,,,100k_to_200k
242,Yes,40s,M,morning,rarely,casual,"minimal, simple",,,,,,,,,black,,blue,,,,,,ISTP,good_impression,mood_boost,self_satisfaction,,,,,below_50k
243,Yes,30s,F,morning,daily,,,,,,,,,freestyle,white,black,"beige, brown",,"pink, coral",,,,,ESFP,,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,above_200k
244,Yes,40s,F,morning,daily,,,,,,,,,freestyle,,black,,,,,,,,ISFJ,,,,,formal_occasion,,,50k_to_100k
245,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,freestyle,white,black,,,,,,,"yellow, orange",ENFJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,50k_to_100k
246,Yes,30s,M,morning,rarely,casual,,,"classic, suit",,vintage,,,,white,,,,,,,,"yellow, orange",INFJ,good_impression,mood_boost,,,,,,100k_to_200k
247,Yes,20s,M,morning,rarely,casual,"minimal, simple",,,,,,,,white,black,,blue,,,,,,ISTJ,good_impression,,,,formal_occasion,,,50k_to_100k
248,Yes,40s,F,morning,weekly,casual,"minimal, simple",street,,,,,,,white,black,"beige, brown",,,,,,,ENFP,good_impression,mood_boost,,,,,,100k_to_200k
249,Yes,40s,M,morning,rarely,,,,"classic, suit",,,,,,,black,"beige, brown",blue,,,,,,ENTP,good_impression,mood_boost,,,,,,50k_to_100k
250,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,ENFP,,mood_boost,,,,,,below_50k
251,Yes,50s,M,morning,weekly,casual,,,"classic, suit",,,,,,white,black,,blue,,,,,,INTP,good_impression,,self_satisfaction,date_or_social,,,,100k_to_200k
252,Yes,30s,F,morning,rarely,,,,"classic, suit","romantic, lovely",,,,,white,,"beige, brown",,,,,,,ENTP,good_impression,,,,,,,50k_to_100k
253,Yes,40s,M,morning,daily,casual,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISFP,good_impression,,,,,,,100k_to_200k
254,Yes,30s,M,morning,daily,,,street,,,,,,,white,black,,,,,,,,ESFP,,,self_satisfaction,,,,,100k_to_200k
255,Yes,30s,M,morning,daily,,,,"classic, suit","romantic, lovely",vintage,,,,,black,"beige, brown",blue,,,,,,ESFJ,,mood_boost,,,,,,above_200k
256,Yes,40s,F,morning,daily,,,,,"romantic, lovely",,,,,white,black,,,"pink, coral",,"green, mint",purple,,ENFJ,,,,,,,unique_style,100k_to_200k
257,Yes,50s,M,morning,daily,casual,,,,,,,,,,,"beige, brown",,,,,,,ESTP,good_impression,,,,,,,100k_to_200k
258,Yes,40s,M,morning,rarely,casual,,,,,,,,,white,black,,blue,,,,,,ISTJ,good_impression,,,,,,,50k_to_100k
259,Yes,40s,M,morning,daily,casual,,,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",,,,,,,ESTJ,good_impression,mood_boost,,,,,,100k_to_200k
260,Yes,20s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,,,,,,"yellow, orange",INTJ,,,self_satisfaction,,,,unique_style,above_200k
261,Yes,30s,M,afternoon,rarely,casual,"minimal, simple",,,,,,"modern, chic",,white,black,,blue,,,,,,ISFJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,unique_style,100k_to_200k
262,Yes,30s,M,morning,rarely,casual,,,,,,,,,white,black,,,,,,,,ISFP,good_impression,,,date_or_social,,,,50k_to_100k
263,Yes,40s,F,morning,daily,,"minimal, simple",,"classic, suit","romantic, lovely",,,,,white,black,,,,,"green, mint",,,ESFJ,good_impression,,self_satisfaction,,,,,100k_to_200k
264,Yes,30s,M,morning,weekly,,,,"classic, suit",,,,,,,black,,blue,,,,,,ISTP,good_impression,,,,,,,100k_to_200k
265,Yes,30s,M,morning,rarely,casual,,street,"classic, suit",,,sporty,,,white,black,"beige, brown",blue,,,,,,ESFJ,good_impression,,,date_or_social,,special_event,,50k_to_100k
266,Yes,30s,F,anytime,daily,casual,"minimal, simple",street,,,,,,,,black,,,,,,,,INFP,good_impression,mood_boost,self_satisfaction,,,,,below_50k
267,Yes,50s,M,anytime,rarely,,,,"classic, suit",,,,,,,,,blue,,,,,,ESTJ,good_impression,,,date_or_social,,,,below_50k
268,Yes,30s,M,morning,rarely,casual,,,,,,,,,,black,,,,,,,,INFP,good_impression,,,,,,,below_50k
269,Yes,30s,F,morning,rarely,,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,,,blue,"pink, coral",,"green, mint",,"yellow, orange",ESTJ,good_impression,mood_boost,,date_or_social,,special_event,unique_style,50k_to_100k
270,Yes,30s,F,morning,weekly,casual,,,,"romantic, lovely",,,,,white,black,"beige, brown",,"pink, coral",,,,,ESFJ,,mood_boost,self_satisfaction,,,,,below_50k
271,Yes,30s,F,morning,daily,casual,,,,,,,,,white,,,,"pink, coral",,,,,ENFP,,mood_boost,self_satisfaction,,,,,100k_to_200k
272,Yes,40s,F,morning,rarely,casual,,,,,,,,,,black,"beige, brown",,,,,,,INTP,,mood_boost,self_satisfaction,,,,,below_50k
273,Yes,40s,M,morning,rarely,,,,"classic, suit",,,,,,,black,,,,,,,,INTJ,good_impression,,,,,,,50k_to_100k
274,Yes,30s,M,morning,daily,casual,,,,,,,,,,,"beige, brown",blue,,,,,,ENFJ,good_impression,,self_satisfaction,,,,unique_style,100k_to_200k
275,Yes,20s,F,morning,daily,casual,,,,,,,,,white,,,,,,,,,ESTJ,good_impression,,self_satisfaction,,,,,50k_to_100k
276,Yes,30s,F,morning,daily,casual,"minimal, simple",street,,,,,,,white,black,"beige, brown",,,,,,,ISTP,,mood_boost,self_satisfaction,,,,,100k_to_200k
277,Yes,20s,F,morning,rarely,,,street,,,,sporty,"modern, chic",,white,black,,,,,,,,ISFP,good_impression,,self_satisfaction,,,special_event,,50k_to_100k
278,Yes,40s,F,morning,daily,casual,,,,,,sporty,,freestyle,white,black,,blue,,,,,,INFP,good_impression,mood_boost,self_satisfaction,,,,,above_200k
279,Yes,30s,F,morning,daily,casual,,,,,,,"modern, chic",,white,black,,,"pink, coral",,,,,INFJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
280,Yes,30s,F,morning,daily,,"minimal, simple",street,,"romantic, lovely",,,,,,black,"beige, brown",,"pink, coral",red,"green, mint",,,INFP,good_impression,mood_boost,,,formal_occasion,,,100k_to_200k
281,Yes,30s,M,morning,weekly,casual,"minimal, simple",street,,,,,,,white,black,,,,,,,,INTP,good_impression,,self_satisfaction,,,,,100k_to_200k
282,Yes,20s,F,morning,daily,casual,"minimal, simple",,,,,sporty,,,white,black,,,,,,,,ENFJ,,,self_satisfaction,,,,,above_200k
283,Yes,20s,M,morning,daily,casual,"minimal, simple",street,,,,,,,white,black,,,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,,100k_to_200k
284,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,,black,,,,,"green, mint",purple,,ISFP,,,self_satisfaction,,,,,100k_to_200k
285,Yes,50s,M,morning,daily,casual,"minimal, simple",,,,,sporty,"modern, chic",,,black,,blue,,,,,"yellow, orange",ESTP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
286,Yes,40s,M,morning,rarely,casual,"minimal, simple",,"classic, suit",,,,,,white,black,,,,,"green, mint",,,ISFJ,good_impression,,self_satisfaction,,,,,50k_to_100k
287,Yes,20s,M,morning,daily,,,,,,,,,freestyle,white,black,"beige, brown",blue,,,,,,ESTP,good_impression,,self_satisfaction,,,,,100k_to_200k
288,Yes,30s,F,morning,weekly,,,,,"romantic, lovely",,,,,white,,,,"pink, coral",,,,,ENFP,,,self_satisfaction,date_or_social,,,,above_200k
289,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,,,,,,"yellow, orange",ISFJ,good_impression,,self_satisfaction,,,,,100k_to_200k
290,Yes,40s,F,morning,daily,,,,"classic, suit",,,,,,white,black,,,,,,,,ENFJ,good_impression,,,,,,,50k_to_100k
291,Yes,30s,F,morning,daily,casual,,,,,,,,,white,black,,blue,,,,,,ISTJ,,mood_boost,self_satisfaction,date_or_social,,,,above_200k
292,Yes,40s,M,morning,daily,casual,,,,,,,"modern, chic",,white,,,blue,,,,,,INTJ,good_impression,,self_satisfaction,,,,,below_50k
293,Yes,40s,M,morning,weekly,,,street,,,,,"modern, chic",,,black,,,,,,,,INFJ,,,,,formal_occasion,,,50k_to_100k
294,Yes,30s,M,morning,daily,casual,,,,,,,"modern, chic",,,black,"beige, brown",,,,,purple,,ENFP,,mood_boost,self_satisfaction,,,,unique_style,above_200k
295,Yes,40s,M,morning,weekly,casual,,street,,,vintage,,,freestyle,white,,,,,,"green, mint",,,ENTP,good_impression,,,,,,,50k_to_100k
296,Yes,30s,F,anytime,daily,casual,"minimal, simple",,,"romantic, lovely",,sporty,"modern, chic",freestyle,white,black,,blue,"pink, coral",red,,,"yellow, orange",ENFP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,above_200k
297,Yes,20s,F,morning,weekly,,,,,,,,,freestyle,,black,"beige, brown",,"pink, coral",,,,,ESFJ,,mood_boost,self_satisfaction,date_or_social,,,,below_50k
298,Yes,30s,F,morning,daily,,"minimal, simple",,,,,,"modern, chic",,white,black,,,,,,,,INFJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
299,Yes,30s,F,morning,daily,,,,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",blue,,,,,,ENTP,,,self_satisfaction,,,,unique_style,100k_to_200k
300,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,freestyle,white,black,"beige, brown",blue,,,,,,ISFJ,good_impression,,self_satisfaction,,,,unique_style,100k_to_200k
301,Yes,20s,M,morning,rarely,,"minimal, simple",,,,,,,,,black,,,,,,,,INTJ,good_impression,,,,,,,50k_to_100k
302,Yes,30s,M,morning,rarely,casual,,,,,,,,,white,black,"beige, brown",,,,,,,ISTP,good_impression,,,date_or_social,,,unique_style,above_200k
303,Yes,40s,M,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",,,,"beige, brown",,"pink, coral",,,purple,,ENFJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
304,Yes,30s,F,morning,daily,,,,"classic, suit","romantic, lovely",,,,,white,black,"beige, brown",,,,,,,ESFJ,good_impression,,self_satisfaction,,,,,above_200k
305,Yes,30s,F,morning,daily,,,,,,,,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,ESTP,good_impression,,self_satisfaction,,,,,50k_to_100k
306,Yes,20s,F,morning,weekly,casual,,,"classic, suit",,,,,,,,,,"pink, coral",,,,"yellow, orange",ISTJ,good_impression,,self_satisfaction,,,,,50k_to_100k
307,Yes,40s,M,morning,daily,casual,,,,,,,,,,,,blue,,,,,,INFJ,good_impression,,,,,,,below_50k
308,Yes,30s,M,afternoon,rarely,casual,,,,,,,,,,,"beige, brown",,,,,,,ESTJ,,,self_satisfaction,,,,,100k_to_200k
309,Yes,30s,M,morning,seasonal,,,street,,,,,,freestyle,white,black,"beige, brown",,,,,,,ENTJ,good_impression,,self_satisfaction,,,special_event,,above_200k
310,Yes,30s,M,morning,daily,,,,,,vintage,,,,white,black,,,,,,,,ESTJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
311,Yes,20s,F,morning,seasonal,casual,,,,,vintage,,,,white,,"beige, brown",,,red,,,,ENFJ,,mood_boost,self_satisfaction,date_or_social,,special_event,,50k_to_100k
312,Yes,20s,F,morning,daily,casual,,,,,,,,,white,black,"beige, brown",,,,,,,ISTJ,good_impression,,self_satisfaction,,,,,above_200k
313,Yes,30s,F,afternoon,seasonal,casual,,,,,,,"modern, chic",,,black,"beige, brown",blue,,,,purple,,ESFP,good_impression,mood_boost,,,,,unique_style,50k_to_100k
314,Yes,30s,F,anytime,daily,casual,,,,,,,,,white,,"beige, brown",,"pink, coral",,,purple,,ISTP,,mood_boost,self_satisfaction,,,,unique_style,50k_to_100k
315,Yes,30s,F,morning,daily,casual,,,"classic, suit",,,sporty,,,white,,"beige, brown",,"pink, coral",,"green, mint",,,ISFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,,50k_to_100k
316,Yes,30s,M,morning,daily,casual,,,,,,,,,white,black,,,,,,,,ESFP,good_impression,,,,,,,100k_to_200k
317,Yes,20s,F,morning,weekly,,,,,"romantic, lovely",,,,,white,black,,blue,,,,,,ENTP,good_impression,,self_satisfaction,date_or_social,,,,100k_to_200k
318,Yes,30s,F,morning,weekly,,"minimal, simple",,,"romantic, lovely",,,"modern, chic",,white,black,"beige, brown",blue,"pink, coral",,"green, mint",,,ISFJ,good_impression,mood_boost,,date_or_social,formal_occasion,,,100k_to_200k
319,Yes,40s,F,anytime,daily,,,,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",blue,"pink, coral",,"green, mint",,,ENTJ,good_impression,,self_satisfaction,,,,unique_style,above_200k
320,Yes,30s,M,morning,weekly,casual,"minimal, simple",,,,,,,,white,black,,,,,"green, mint",,,ISFP,good_impression,mood_boost,,date_or_social,,special_event,,above_200k
321,Yes,30s,M,morning,daily,,"minimal, simple",,,,,,"modern, chic",freestyle,,black,,blue,,,,,,INTJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
322,Yes,40s,M,evening,rarely,,,,"classic, suit",,,,,,white,black,,,,,,,,ESFJ,good_impression,,,,,,,below_50k
323,Yes,30s,M,morning,daily,casual,,,,,,,"modern, chic",,white,black,"beige, brown",blue,,,,,,ENTP,good_impression,,,,,,,above_200k
324,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,sporty,,freestyle,white,black,,blue,,,,,,ISTJ,good_impression,mood_boost,,,formal_occasion,,unique_style,above_200k
325,Yes,20s,F,morning,daily,,"minimal, simple",,,,,,,,white,,,blue,"pink, coral",,"green, mint",,,INFJ,,,self_satisfaction,,,,,100k_to_200k
326,Yes,40s,F,morning,seasonal,,,,"classic, suit",,,,,,,,"beige, brown",blue,,,,,,INTP,good_impression,,self_satisfaction,,,,,50k_to_100k
327,Yes,40s,M,morning,daily,,"minimal, simple",,,,,,,,,black,"beige, brown",,,,,,,ISTJ,good_impression,,,,,,,above_200k
328,Yes,40s,M,morning,weekly,,,,"classic, suit",,,,,,white,black,,,,,,,,ISFP,good_impression,,,,,,,100k_to_200k
329,Yes,30s,M,evening,rarely,casual,,street,,,,,"modern, chic",,,black,,blue,,,,,,ENFP,,mood_boost,self_satisfaction,date_or_social,,,,50k_to_100k
330,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",,white,black,"beige, brown",,,,,,,ISFP,good_impression,,self_satisfaction,,,,,100k_to_200k
331,Yes,40s,M,morning,weekly,casual,,,,,,,,,white,,,,,,,,,ISTP,good_impression,,,,,,,50k_to_100k
332,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,,black,,,,,,,,ESTJ,good_impression,,self_satisfaction,,,,unique_style,above_200k
333,Yes,20s,F,morning,daily,casual,,,,,,,,,white,,,,"pink, coral",,,,,ENTJ,,,self_satisfaction,,,,,100k_to_200k
334,Yes,40s,F,morning,weekly,casual,,,"classic, suit",,,,,,white,black,,,,,,,,INFJ,good_impression,,,,,,,100k_to_200k
335,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,,,,white,black,,blue,,,,,,INFP,,mood_boost,,date_or_social,,,,below_50k
336,Yes,30s,M,morning,daily,,,,"classic, suit",,,,,,,,"beige, brown",,"pink, coral",,"green, mint",,,ISTJ,,,self_satisfaction,,,,,100k_to_200k
337,Yes,20s,F,afternoon,weekly,,,street,,,,,,,,,"beige, brown",,,,,,,INTP,,,self_satisfaction,,,,,50k_to_100k
338,Yes,20s,M,morning,weekly,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,,,,INTP,good_impression,mood_boost,self_satisfaction,,formal_occasion,,,100k_to_200k
339,Yes,40s,F,anytime,weekly,,,,"classic, suit",,,,,,,,"beige, brown",,,,,,,ISTJ,,mood_boost,,,,,,100k_to_200k
340,Yes,20s,M,anytime,daily,casual,,street,"classic, suit",,,,,,white,black,"beige, brown",,,,"green, mint",,,ISTJ,good_impression,,self_satisfaction,,,,,100k_to_200k
