user_id,age_group,gender,mbti,purpose,fashionstyle,prefercolor
557,40s,M,ISTP,mood_boost,casual,black
558,50s,M,NONE,good_impression,"casual, modern, chic","black, beige, brown"
559,40s,M,ISTJ,good_impression,freestyle,"white, beige, brown"
560,20s,F,ESFP,"good_impression, mood_boost, self_satisfaction, date_or_social","casual, minimal, simple, classic, suit, romantic, lovely, modern, chic","white, black, beige, brown, pink, coral"
561,50s,M,NONE,"good_impression, mood_boost","casual, classic, suit","black, blue"
562,20s,,NONE,"mood_boost, self_satisfaction","minimal, simple, modern, chic","white, black, red, green, mint"
563,40s,M,INTP,self_satisfaction,casual,"beige, brown"
564,30s,M,ENTJ,"good_impression, mood_boost",casual,black
565,20s,F,INTP,"good_impression, mood_boost","minimal, simple",blue
566,40s,M,ISFJ,"good_impression, mood_boost",casual,"black, green, mint"
567,40s,M,ISTJ,"good_impression, mood_boost","casual, minimal, simple","white, green, mint"
568,40s,F,NONE,"mood_boost, self_satisfaction","minimal, simple","white, black, beige, brown"
569,30s,F,ISFP,good_impression,"minimal, simple","beige, brown, green, mint"
570,30s,F,INTJ,mood_boost,"casual, minimal, simple, classic, suit","black, green, mint"
571,20s,F,NONE,self_satisfaction,"casual, modern, chic","black, gray"
572,30s,F,INTJ,"mood_boost, self_satisfaction, date_or_social, special_event","romantic, lovely, freestyle","pink, coral, green, mint"
573,10s,M,INFP,formal_occasion,casual,"blue, pink, coral, green, mint, purple, yellow, orange"
574,30s,M,INFP,good_impression,"casual, minimal, simple","black, purple"
575,20s,F,ISTP,"good_impression, mood_boost, self_satisfaction, date_or_social","casual, minimal, simple, street, modern, chic","white, black, beige, brown, blue"
576,30s,M,ISFJ,"good_impression, mood_boost, date_or_social","minimal, simple, romantic, lovely","white, black, yellow, orange"
577,30s,F,INTJ,"good_impression, mood_boost, self_satisfaction, date_or_social, special_event, unique_style","minimal, simple","black, blue"
578,40s,M,NONE,good_impression,casual,"blue, green, mint"
579,30s,F,INFP,mood_boost,street,"white, black"
580,20s,F,ISFJ,"good_impression, self_satisfaction",freestyle,"white, black"
581,20s,F,ENTP,"mood_boost, self_satisfaction, special_event","minimal, simple, modern, chic","white, black"
582,30s,F,ISFP,"good_impression, date_or_social, special_event","casual, romantic, lovely","white, black, beige, brown"
583,20s,F,ESFJ,"good_impression, date_or_social, unique_style","minimal, simple","white, black, beige, brown, pink, coral"
584,30s,F,ENTP,"good_impression, mood_boost, self_satisfaction","casual, romantic, lovely","black, pink, coral, purple"
585,30s,F,ISTJ,"good_impression, self_satisfaction","casual, minimal, simple, romantic, lovely","white, blue, pink, coral"
586,40s,M,INFP,"good_impression, date_or_social",casual,"black, beige, brown"
587,30s,M,ISTJ,"good_impression, mood_boost","minimal, simple",black
588,20s,M,NONE,"good_impression, date_or_social, formal_occasion, special_event","casual, minimal, simple","white, black, blue, yellow, orange"
589,30s,F,ISFP,good_impression,"casual, minimal, simple","white, black, blue, pink, coral"
590,20s,F,ISTJ,"good_impression, mood_boost","minimal, simple",black
591,30s,F,ENFP,good_impression,casual,"white, pink, coral"
592,30s,F,ISTJ,"good_impression, mood_boost",freestyle,"white, black"
593,10s,M,ISFP,formal_occasion,casual,"white, black"
594,40s,F,INTP,self_satisfaction,casual,"white, black"
595,30s,F,INTJ,"good_impression, mood_boost, date_or_social, special_event","casual, classic, suit","white, black, beige, brown"
596,20s,F,INFP,"self_satisfaction, date_or_social, formal_occasion, special_event","casual, minimal, simple","white, black, blue, pink, coral, green, mint, purple"
597,20s,F,INFP,"good_impression, formal_occasion",casual,"yellow, orange"
598,20s,F,INFP,"good_impression, special_event","casual, minimal, simple, modern, chic","white, black, beige, brown, purple"
599,10s,F,INFJ,good_impression,"minimal, simple",blue
600,30s,M,INFJ,"good_impression, date_or_social","casual, modern, chic","black, beige, brown, blue"
601,20s,M,INTP,good_impression,"casual, street, vintage, freestyle",black
602,40s,F,NONE,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, street, classic, suit, sports, modern, chic, freestyle","black, blue"
603,20s,F,ISFJ,"date_or_social, formal_occasion","minimal, simple","white, black, pink, coral"
604,20s,F,ISFP,special_event,casual,"white, beige, brown, pink, coral"
605,20s,M,NONE,self_satisfaction,"minimal, simple","white, black, beige, brown"
606,50s,F,NONE,"mood_boost, self_satisfaction","casual, romantic, lovely","beige, brown"
607,20s,M,ENFJ,"good_impression, self_satisfaction",casual,"black, blue, green, mint"
608,30s,F,NONE,self_satisfaction,"street, romantic, lovely",white
609,30s,M,ENFJ,"good_impression, mood_boost, date_or_social","minimal, simple, street","blue, red, purple"
610,50s,M,ISTJ,good_impression,"casual, sports",black
611,40s,F,ESTJ,mood_boost,"classic, suit",white
612,30s,M,NONE,"good_impression, date_or_social","casual, vintage","black, blue"
613,10s,M,INTP,"good_impression, mood_boost",casual,"white, black"
614,20s,M,INFJ,self_satisfaction,street,"black, red, purple"
615,20s,F,ESTJ,formal_occasion,"casual, classic, suit, romantic, lovely","white, black, beige, brown, pink, coral"
616,30s,M,ISFJ,"mood_boost, self_satisfaction",casual,"black, beige, brown, blue"
617,40s,M,NONE,"good_impression, self_satisfaction",casual,black
618,10s,,NONE,"good_impression, mood_boost, self_satisfaction",freestyle,"white, black, blue, yellow, orange"
619,10s,M,ISTP,"good_impression, self_satisfaction","casual, classic, suit, modern, chic","white, black, beige, brown"
620,20s,F,ENFJ,"mood_boost, self_satisfaction","casual, romantic, lovely","white, beige, brown, pink, coral"
621,40s,F,ISFJ,"mood_boost, self_satisfaction","casual, minimal, simple, vintage, sports, modern, chic","white, black, beige, brown"
622,10s,F,ENTJ,"mood_boost, self_satisfaction","minimal, simple, romantic, lovely, vintage","white, beige, brown, green, mint"
623,50s,M,INFJ,date_or_social,casual,"white, beige, brown"
624,40s,F,ISTJ,"mood_boost, self_satisfaction","casual, minimal, simple, vintage, sports","white, black, beige, brown"
625,30s,M,NONE,"good_impression, date_or_social","casual, minimal, simple","white, black, beige, brown"
626,40s,M,INFP,good_impression,casual,black
627,20s,F,ISTP,good_impression,"casual, freestyle","white, black, red"
628,20s,F,ISFP,"mood_boost, self_satisfaction, date_or_social","casual, minimal, simple, romantic, lovely, freestyle","white, black, blue, pink, coral, purple"
629,30s,F,INFP,"good_impression, special_event","casual, minimal, simple, classic, suit, romantic, lovely, vintage, modern, chic, freestyle","white, black, beige, brown, blue, green, mint"
630,30s,F,ISTJ,"self_satisfaction, unique_style","classic, suit, romantic, lovely","white, pink, coral"
631,20s,M,ISTJ,"good_impression, mood_boost, self_satisfaction, date_or_social","casual, sports, freestyle","white, black, beige, brown, blue"
632,30s,M,ISFP,good_impression,casual,"black, beige, brown"
633,20s,F,INFP,good_impression,vintage,"white, black, beige, brown, blue"
634,40s,M,INFP,"self_satisfaction, unique_style",casual,"black, pink, coral, red"
635,40s,M,ENFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, special_event",casual,"white, black"
636,50s,M,ENFJ,good_impression,casual,"white, black, blue, green, mint"
637,50s,M,INTP,"good_impression, self_satisfaction","casual, classic, suit","black, beige, brown"
638,20s,F,INFP,"mood_boost, date_or_social, formal_occasion","minimal, simple, romantic, lovely","black, blue, pink, coral, red, green, mint, purple, yellow, orange"
639,40s,F,ENFJ,"good_impression, self_satisfaction, special_event","minimal, simple","beige, brown, pink, coral, yellow, orange"
640,30s,F,INFJ,"mood_boost, self_satisfaction",casual,"pink, coral, yellow, orange"
641,10s,M,ENFP,"good_impression, self_satisfaction, date_or_social, special_event",casual,black
642,30s,F,INTP,self_satisfaction,"minimal, simple",white
643,40s,M,ISTJ,"good_impression, mood_boost",casual,white
644,50s,M,NONE,"good_impression, unique_style","casual, freestyle","black, beige, brown"
645,40s,F,NONE,"date_or_social, formal_occasion, special_event",casual,black
646,50s,F,NONE,formal_occasion,casual,"beige, brown"
647,20s,M,INTJ,self_satisfaction,"classic, suit",black
648,20s,F,NONE,"good_impression, mood_boost, unique_style","minimal, simple, modern, chic","white, black"
649,20s,F,INTP,"mood_boost, self_satisfaction","casual, minimal, simple, romantic, lovely","white, beige, brown, green, mint, yellow, orange"
650,20s,F,ISFP,"mood_boost, self_satisfaction","minimal, simple","white, black"
651,40s,M,ISTJ,good_impression,"minimal, simple, classic, suit","black, green, mint"
652,40s,M,NONE,"good_impression, formal_occasion","casual, classic, suit","black, beige, brown"
653,50s,M,NONE,self_satisfaction,casual,"pink, coral"
654,30s,F,ISTJ,mood_boost,"casual, minimal, simple","white, black"
655,40s,M,INFJ,"good_impression, mood_boost, special_event",casual,"white, black"
656,50s,F,INFP,mood_boost,"classic, suit","beige, brown"
657,40s,M,NONE,good_impression,casual,"beige, brown"
658,10s,M,ISTJ,"good_impression, self_satisfaction, unique_style","casual, minimal, simple","white, blue"
659,20s,M,ISTJ,good_impression,casual,black
660,20s,F,ISTP,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event","casual, minimal, simple, freestyle","white, black"
661,50s,M,NONE,formal_occasion,casual,black
662,30s,M,ESTP,"date_or_social, formal_occasion","street, classic, suit, sports","black, beige, brown"
663,30s,F,ENTJ,"good_impression, mood_boost, special_event","minimal, simple, romantic, lovely","white, beige, brown, pink, coral"
664,10s,F,NONE,good_impression,"casual, minimal, simple","green, mint"
665,30s,F,NONE,mood_boost,street,"pink, coral"
666,20s,M,ISFP,good_impression,casual,black
667,30s,M,NONE,good_impression,"romantic, lovely","pink, coral, red"
668,20s,F,ENFP,mood_boost,casual,"white, beige, brown"
669,30s,F,ISFP,"mood_boost, self_satisfaction",casual,"pink, coral"
670,40s,F,NONE,self_satisfaction,"casual, freestyle","beige, brown"
671,30s,F,ISFP,"mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event",casual,"white, beige, brown, blue, green, mint"
672,30s,M,ISFJ,date_or_social,street,black
673,50s,F,NONE,mood_boost,"minimal, simple","beige, brown"
674,50s,F,NONE,good_impression,"casual, freestyle","black, blue, red"
675,40s,M,ENTJ,"good_impression, date_or_social, special_event",street,"white, blue, yellow, orange"
676,40s,M,INTP,"good_impression, formal_occasion","minimal, simple","white, beige, brown"
677,20s,F,ISTJ,special_event,"classic, suit, modern, chic","white, black, beige, brown, blue"
678,20s,M,INFJ,self_satisfaction,"casual, street, modern, chic",black
679,40s,F,ISTJ,"mood_boost, self_satisfaction","minimal, simple, romantic, lovely","black, beige, brown"
680,40s,M,ISTJ,mood_boost,"casual, minimal, simple","black, beige, brown"
681,40s,M,INTJ,mood_boost,street,"beige, brown"
682,20s,M,ISTP,"good_impression, date_or_social","minimal, simple","white, black, beige, brown"
683,30s,M,ESFP,self_satisfaction,"casual, minimal, simple","white, beige, brown, blue, pink, coral, green, mint"
684,50s,M,NONE,good_impression,"casual, classic, suit","green, mint, purple"
685,20s,M,INTJ,"good_impression, date_or_social","casual, minimal, simple, street","black, beige, brown, green, mint"
686,50s,M,ESTJ,good_impression,casual,"beige, brown, blue"
687,50s,F,INFP,good_impression,"minimal, simple, romantic, lovely","beige, brown"
688,30s,M,ISTJ,"good_impression, formal_occasion",vintage,black
689,20s,M,ISTJ,"good_impression, special_event","casual, classic, suit","white, black"
690,40s,F,ISFJ,"good_impression, mood_boost","casual, minimal, simple","white, green, mint"
691,40s,M,NONE,mood_boost,"modern, chic","beige, brown"
692,30s,F,INTJ,"mood_boost, self_satisfaction","casual, minimal, simple, modern, chic","white, beige, brown"
693,40s,M,ISTJ,good_impression,"casual, minimal, simple, sports, modern, chic, freestyle","white, black, beige, brown"
694,40s,F,INFP,"good_impression, mood_boost, self_satisfaction","minimal, simple, classic, suit, romantic, lovely","white, black, pink, coral"
695,20s,F,NONE,good_impression,"casual, sports","black, beige, brown"
696,30s,M,INFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event","casual, minimal, simple, street, freestyle","white, black, beige, brown, gray"
697,20s,M,ESFP,self_satisfaction,casual,"white, black"
698,40s,F,INFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, special_event","casual, minimal, simple","white, black, beige, brown, blue, pink, coral"
699,30s,F,INFP,mood_boost,"casual, minimal, simple, street, modern, chic","white, black, purple"
700,30s,F,ISFJ,"good_impression, self_satisfaction","casual, street","white, black, beige, brown"
701,20s,F,INFP,"good_impression, formal_occasion","casual, minimal, simple, freestyle","white, black, beige, brown"
702,40s,M,NONE,"good_impression, mood_boost",casual,"white, black, beige, brown"
703,20s,F,ISTJ,"good_impression, mood_boost, self_satisfaction","classic, suit, romantic, lovely, modern, chic","white, black, beige, brown, pink, coral"
704,30s,F,INFJ,mood_boost,casual,"pink, coral"
705,40s,M,INFJ,mood_boost,street,black
706,50s,F,NONE,mood_boost,"casual, modern, chic, freestyle","black, blue"
707,30s,F,INTP,"good_impression, mood_boost","casual, romantic, lovely","beige, brown, green, mint"
708,40s,M,NONE,good_impression,"minimal, simple",black
709,40s,F,ENFJ,"mood_boost, self_satisfaction, unique_style",casual,"white, black, pink, coral"
710,40s,M,INTP,"mood_boost, self_satisfaction","casual, minimal, simple, sports","beige, brown"
711,30s,F,ESTJ,"mood_boost, self_satisfaction","casual, minimal, simple, street","black, beige, brown"
712,40s,M,ENTJ,good_impression,casual,"white, black, red"
713,30s,F,ENFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event, unique_style","minimal, simple, romantic, lovely, modern, chic, freestyle","white, black, blue, yellow, orange"
714,30s,F,ISFP,mood_boost,casual,"white, blue, purple"
715,40s,M,NONE,"self_satisfaction, date_or_social, special_event","casual, freestyle","white, black, beige, brown, blue"
716,40s,M,NONE,"good_impression, mood_boost, self_satisfaction","casual, street, modern, chic","white, black, beige, brown, blue, pink, coral, green, mint"
717,40s,F,ISTJ,self_satisfaction,"classic, suit","white, black, beige, brown"
718,30s,M,NONE,"good_impression, mood_boost",vintage,black
719,20s,F,INFJ,"good_impression, date_or_social, unique_style","minimal, simple, romantic, lovely, modern, chic","beige, brown, pink, coral, green, mint"
720,40s,M,NONE,mood_boost,casual,"white, blue"
721,30s,F,NONE,mood_boost,"minimal, simple",white
722,20s,F,INFJ,good_impression,casual,"black, green, mint"
723,40s,M,NONE,good_impression,casual,"black, blue"
724,30s,M,INTJ,good_impression,"casual, minimal, simple","black, beige, brown, blue, purple"
725,40s,F,INFP,good_impression,"modern, chic",black
726,40s,,INFP,"mood_boost, date_or_social","minimal, simple, classic, suit, romantic, lovely, freestyle","white, black, beige, brown, blue, pink, coral, yellow, orange"
727,20s,F,ISTJ,good_impression,"casual, minimal, simple","white, black, beige, brown"
728,20s,F,INFP,good_impression,"classic, suit, modern, chic","white, black"
729,40s,F,NONE,"good_impression, mood_boost","casual, minimal, simple","white, black, beige, brown"
730,40s,F,ESTP,"good_impression, mood_boost, self_satisfaction, formal_occasion, special_event","casual, street, vintage, sports, freestyle","white, black, beige, brown, blue, green, mint, purple"
731,40s,M,NONE,special_event,sports,black
732,30s,F,ISTJ,"mood_boost, self_satisfaction, formal_occasion, special_event","casual, classic, suit, sports","white, black, blue"
733,40s,F,ENFP,"good_impression, mood_boost, self_satisfaction, unique_style","casual, classic, suit, romantic, lovely, modern, chic","white, black, blue, pink, coral, purple"
734,40s,F,ENTP,"good_impression, self_satisfaction","minimal, simple","white, green, mint, yellow, orange"
735,30s,M,ENTJ,good_impression,"minimal, simple","beige, brown, blue"
736,20s,M,ISFJ,self_satisfaction,casual,"white, black"
737,30s,F,ESFJ,date_or_social,"modern, chic","black, pink, coral, red"
738,30s,F,INFP,mood_boost,"casual, minimal, simple, street, freestyle","white, pink, coral"
739,50s,F,ISTJ,"good_impression, mood_boost, self_satisfaction","casual, modern, chic","green, mint"
740,30s,M,INFP,"good_impression, formal_occasion",casual,"white, black"
741,30s,F,INFJ,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, street, freestyle","white, black, blue, green, mint, purple"
742,50s,M,INTJ,"good_impression, date_or_social",casual,"blue, green, mint"
743,30s,M,ISTJ,good_impression,casual,black
744,40s,F,ISTP,good_impression,"classic, suit","pink, coral"
745,50s,F,NONE,"mood_boost, special_event","casual, minimal, simple","white, black, beige, brown, blue"
746,20s,M,INFP,self_satisfaction,casual,blue
747,20s,F,ISFP,"good_impression, self_satisfaction","casual, minimal, simple","white, black"
748,20s,F,INFP,good_impression,"casual, sports, modern, chic","black, yellow, orange"
749,40s,F,INTP,mood_boost,"casual, minimal, simple",black
750,30s,F,NONE,mood_boost,"casual, minimal, simple",white
751,20s,M,NONE,good_impression,casual,"white, black, beige, brown"
752,20s,F,INFP,"mood_boost, self_satisfaction","casual, street, vintage, sports","beige, brown, pink, coral, red"
753,20s,F,NONE,"good_impression, date_or_social","minimal, simple","white, black, beige, brown, blue"
754,10s,M,ISTP,self_satisfaction,casual,"beige, brown"
755,40s,M,ISTP,"good_impression, mood_boost",casual,"white, black, beige, brown"
756,30s,M,ISTP,"good_impression, date_or_social","casual, minimal, simple, classic, suit","black, beige, brown"
757,30s,F,ESFJ,"good_impression, self_satisfaction, date_or_social",casual,"white, black, beige, brown"
758,30s,F,INFP,self_satisfaction,"casual, minimal, simple","white, black"
759,30s,M,NONE,good_impression,"casual, sports, freestyle","white, black, blue, green, mint"
760,20s,M,ENTJ,"good_impression, date_or_social, unique_style","casual, modern, chic","black, blue, green, mint"
761,10s,M,ISTP,good_impression,"minimal, simple","white, black"
762,20s,F,ENTJ,"good_impression, date_or_social, special_event","casual, romantic, lovely, vintage, modern, chic","white, black"
763,40s,F,ENTJ,"good_impression, mood_boost","modern, chic","white, black, beige, brown"
764,40s,M,INTP,"good_impression, self_satisfaction","casual, vintage","white, black, beige, brown"
765,30s,M,ENTP,"good_impression, mood_boost","casual, classic, suit, modern, chic","black, beige, brown, blue"
766,30s,F,INTP,"good_impression, mood_boost, self_satisfaction",casual,"white, beige, brown"
767,20s,F,NONE,"good_impression, formal_occasion, special_event","casual, minimal, simple, freestyle","white, blue, green, mint, purple"
768,20s,M,ENFJ,good_impression,casual,black
769,30s,F,INFJ,good_impression,"minimal, simple, classic, suit, modern, chic","beige, brown, pink, coral"
770,20s,F,INFP,mood_boost,"casual, street","white, blue"
771,10s,F,ENFJ,"good_impression, self_satisfaction, date_or_social, formal_occasion","minimal, simple, romantic, lovely","white, black"
772,20s,M,NONE,good_impression,"casual, modern, chic, freestyle","blue, green, mint"
773,30s,M,INTP,good_impression,casual,black
774,20s,M,ISTP,good_impression,"casual, minimal, simple","white, black, gray"
775,50s,F,INTJ,"mood_boost, self_satisfaction","minimal, simple","green, mint"
776,20s,F,ISTP,"good_impression, date_or_social","minimal, simple, romantic, lovely","white, pink, coral, green, mint"
777,30s,F,ISFP,"good_impression, self_satisfaction, date_or_social","casual, street","white, green, mint"
778,40s,F,ENFJ,"good_impression, mood_boost","classic, suit, romantic, lovely","white, black"
779,20s,M,ISTP,date_or_social,casual,"black, beige, brown"
780,30s,F,ISFP,self_satisfaction,"romantic, lovely","yellow, orange"
781,20s,F,INTP,"mood_boost, self_satisfaction, date_or_social",casual,"white, black, beige, brown, green, mint"
782,30s,F,ISFJ,"good_impression, self_satisfaction","minimal, simple",purple
783,30s,F,ISFP,"good_impression, date_or_social, formal_occasion","casual, minimal, simple, freestyle","white, black, pink, coral, purple"
784,30s,F,ISFP,"mood_boost, self_satisfaction",casual,"white, black, pink, coral, purple"
785,50s,M,istp,good_impression,casual,"white, beige, brown, red"
786,40s,F,ISTJ,"good_impression, mood_boost, date_or_social","classic, suit, modern, chic","black, beige, brown"
787,50s,M,NONE,good_impression,casual,"beige, brown"
788,40s,M,ISFJ,"date_or_social, unique_style","casual, classic, suit, freestyle",white
789,30s,M,ISFJ,good_impression,casual,"white, black, blue"
790,50s,M,INFJ,"good_impression, mood_boost","classic, suit, romantic, lovely","beige, brown"
791,40s,M,ENTJ,"good_impression, self_satisfaction, formal_occasion, special_event","classic, suit","black, blue, yellow, orange"
792,30s,M,ISTJ,"good_impression, self_satisfaction, formal_occasion",freestyle,"white, black"
793,30s,M,NONE,mood_boost,casual,"beige, brown, blue"
794,30s,M,ISTJ,good_impression,"casual, minimal, simple","white, black, beige, brown"
795,20s,,INTP,"mood_boost, self_satisfaction","minimal, simple, modern, chic","white, blue, green, mint"
796,30s,F,INFP,self_satisfaction,casual,"white, black"
797,40s,F,INFJ,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, romantic, lovely","white, green, mint"
798,30s,F,ISFJ,"mood_boost, self_satisfaction","casual, minimal, simple","white, blue"
799,20s,F,ESFJ,"mood_boost, date_or_social","romantic, lovely","white, pink, coral"
800,20s,F,INFP,good_impression,"romantic, lovely, freestyle","white, black"
801,50s,F,NONE,good_impression,"minimal, simple, sports","black, blue"
802,30s,M,INFP,good_impression,"minimal, simple",white
803,40s,M,NONE,self_satisfaction,"minimal, simple, freestyle","black, beige, brown"
804,20s,M,ENTP,mood_boost,"casual, street","white, black"
805,30s,F,ISTJ,"good_impression, mood_boost","minimal, simple, modern, chic","white, black, beige, brown, blue"
806,20s,F,ISTP,"good_impression, mood_boost, unique_style",casual,black
807,20s,F,NONE,mood_boost,casual,white
808,30s,F,NONE,self_satisfaction,street,purple
809,20s,F,ISFJ,self_satisfaction,casual,"white, black, beige, brown, blue, pink, coral, green, mint, yellow, orange"
810,40s,M,ESTJ,"good_impression, mood_boost, formal_occasion, special_event","casual, minimal, simple","white, black, beige, brown"
811,40s,F,NONE,"self_satisfaction, date_or_social",casual,black
812,20s,F,ISTP,"good_impression, date_or_social","classic, suit","white, black, pink, coral"
813,30s,M,INTP,"mood_boost, self_satisfaction",casual,"beige, brown, blue"
814,20s,F,INTP,"mood_boost, self_satisfaction","casual, street, sports","white, black, beige, brown, red"
815,50s,M,NONE,good_impression,casual,blue
816,20s,M,NONE,unique_style,"minimal, simple",white
817,20s,F,NONE,"good_impression, self_satisfaction","casual, romantic, lovely","white, beige, brown"
818,40s,F,INTJ,mood_boost,freestyle,"pink, coral, green, mint, purple"
819,40s,M,NONE,"good_impression, date_or_social, special_event","classic, suit",black
820,30s,F,INTJ,"mood_boost, date_or_social, unique_style","casual, minimal, simple, freestyle","white, black, green, mint, purple"
821,30s,F,NONE,mood_boost,"minimal, simple","green, mint"
822,50s,F,NONE,mood_boost,"romantic, lovely, modern, chic","green, mint, purple"
823,20s,M,NONE,"good_impression, unique_style","casual, sports","white, beige, brown"
824,50s,M,NONE,good_impression,"minimal, simple","black, blue"
825,20s,F,ISTP,"good_impression, date_or_social","casual, modern, chic, freestyle","white, black, pink, coral"
826,20s,F,ENFP,mood_boost,"casual, sports, freestyle","white, blue"
827,30s,M,ESTJ,"good_impression, mood_boost, self_satisfaction, date_or_social","casual, minimal, simple, sports, freestyle","white, black, beige, brown, blue"
828,10s,F,ESTJ,"good_impression, date_or_social, formal_occasion","casual, minimal, simple","white, beige, brown, green, mint"
829,30s,F,NONE,"good_impression, date_or_social, special_event, unique_style","romantic, lovely","pink, coral"
830,30s,M,ISFJ,"good_impression, mood_boost",casual,"beige, brown"
831,40s,M,ENTP,good_impression,"casual, minimal, simple","white, blue"
832,40s,M,INFP,"good_impression, date_or_social, special_event","casual, sports","white, blue, green, mint"
833,40s,F,ISFJ,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, freestyle","white, black, beige, brown"
834,30s,F,ISFP,"good_impression, self_satisfaction",freestyle,"white, black, beige, brown, blue, pink, coral, red, green, mint, purple, yellow, orange"
835,30s,M,ENTJ,"mood_boost, self_satisfaction",casual,black
836,50s,M,NONE,mood_boost,casual,"beige, brown"
837,20s,F,INFP,"good_impression, self_satisfaction","casual, minimal, simple","white, black"
838,20s,F,NONE,self_satisfaction,casual,"white, black, blue"
839,30s,F,ESFJ,"good_impression, mood_boost, date_or_social, formal_occasion","casual, minimal, simple, classic, suit","white, black, beige, brown, green, mint"
840,40s,M,INTJ,good_impression,casual,"beige, brown, blue"
841,40s,M,ISFP,"good_impression, mood_boost, self_satisfaction, formal_occasion, special_event","casual, minimal, simple, modern, chic","black, beige, brown"
842,20s,F,ESFJ,"mood_boost, self_satisfaction, date_or_social","casual, romantic, lovely, modern, chic","white, pink, coral, yellow, orange"
843,30s,F,INFP,mood_boost,casual,"blue, green, mint"
844,40s,F,INFJ,"mood_boost, self_satisfaction, formal_occasion","minimal, simple, classic, suit","beige, brown, pink, coral"
845,50s,F,NONE,"mood_boost, self_satisfaction","casual, sports, modern, chic","white, black, pink, coral, green, mint"
846,30s,M,ENTJ,good_impression,casual,"beige, brown"
847,30s,F,ENTJ,self_satisfaction,"classic, suit","beige, brown"
848,20s,M,ENFP,self_satisfaction,casual,black
849,40s,F,ISFJ,"good_impression, mood_boost","casual, classic, suit","white, black"
850,40s,M,INFP,"good_impression, mood_boost, self_satisfaction, unique_style",casual,"white, black"
851,30s,M,NONE,good_impression,casual,"white, beige, brown, blue"
852,30s,M,INTP,good_impression,casual,black
853,20s,M,NONE,good_impression,"casual, street",white
854,20s,M,INFP,"good_impression, formal_occasion, special_event","minimal, simple","white, beige, brown, pink, coral"
855,40s,M,ISFP,formal_occasion,casual,blue
856,40s,M,INFJ,"good_impression, date_or_social",street,"white, beige, brown"
857,30s,M,INFJ,good_impression,casual,"white, black, beige, brown"
858,20s,M,INTJ,"good_impression, self_satisfaction",casual,"white, black, beige, brown, green, mint"
859,20s,F,INTJ,self_satisfaction,freestyle,"white, black, beige, brown, blue"
860,30s,F,INFJ,self_satisfaction,freestyle,"black, blue, red, purple"
861,30s,M,ISFJ,"good_impression, self_satisfaction, unique_style","casual, classic, suit","white, black"
862,20s,F,ENTJ,"good_impression, mood_boost, self_satisfaction","minimal, simple, classic, suit, sports","black, beige, brown, pink, coral, red"
863,50s,F,INTP,"mood_boost, self_satisfaction",casual,"white, black, blue"
864,40s,F,ENFP,self_satisfaction,sports,"blue, red"
865,50s,M,NONE,"good_impression, date_or_social",casual,black
866,20s,F,ENFP,good_impression,freestyle,"yellow, orange"
867,50s,F,NONE,mood_boost,"casual, minimal, simple","white, black, beige, brown, green, mint"
868,30s,M,ESFJ,good_impression,sports,"beige, brown"
869,10s,F,INFP,good_impression,"casual, minimal, simple","black, beige, brown"
870,40s,M,INTP,good_impression,casual,black
871,20s,F,INFP,good_impression,"minimal, simple","white, beige, brown, pink, coral"
872,20s,F,INTJ,"good_impression, self_satisfaction, date_or_social",freestyle,"white, beige, brown, pink, coral"
873,50s,F,ESFJ,"mood_boost, special_event",casual,"white, black, beige, brown"
874,30s,F,ESTP,"mood_boost, self_satisfaction, unique_style","casual, modern, chic","white, black, beige, brown"
875,10s,F,ENFP,self_satisfaction,"casual, sports","white, black, pink, coral"
876,40s,M,ISFP,"good_impression, formal_occasion",casual,black
877,30s,F,ESTP,"good_impression, self_satisfaction","casual, freestyle","white, beige, brown, pink, coral"
878,40s,F,INTP,"good_impression, mood_boost","casual, minimal, simple, modern, chic","white, black, beige, brown"
879,50s,M,NONE,"mood_boost, self_satisfaction","casual, sports","blue, green, mint, yellow, orange"
880,20s,F,ISFJ,good_impression,"minimal, simple","white, beige, brown, pink, coral, green, mint"
881,20s,F,ISFP,"self_satisfaction, date_or_social","minimal, simple","white, black, beige, brown"
882,40s,M,INFJ,"good_impression, mood_boost, formal_occasion","casual, minimal, simple","black, blue, purple"
883,50s,M,NONE,"mood_boost, self_satisfaction",freestyle,"beige, brown, blue"
884,30s,F,NONE,good_impression,casual,black
885,20s,M,ESTJ,"good_impression, date_or_social, formal_occasion, special_event","minimal, simple, romantic, lovely","white, black, purple"
886,30s,F,ENFJ,self_satisfaction,casual,"black, green, mint"
887,30s,M,NONE,mood_boost,"casual, street","beige, brown"
888,20s,F,ISTP,mood_boost,casual,white
889,20s,F,INFJ,"mood_boost, self_satisfaction","casual, vintage","black, blue"
890,30s,F,INFJ,"mood_boost, date_or_social, special_event",casual,black
